,gameCreation,gameDuration,gameId,gameMode,gameType,gameVersion,mapId,platformId,queueId,seasonId,win,team1_1_championId,team1_1_spell1Id,team1_1_spell2Id,team1_1_accountId,team1_1_summonerName,team1_1_summonerId,team1_1_lane,team1_1_role,team1_2_championId,team1_2_spell1Id,team1_2_spell2Id,team1_2_accountId,team1_2_summonerName,team1_2_summonerId,team1_2_lane,team1_2_role,team1_3_championId,team1_3_spell1Id,team1_3_spell2Id,team1_3_accountId,team1_3_summonerName,team1_3_summonerId,team1_3_lane,team1_3_role,team1_4_championId,team1_4_spell1Id,team1_4_spell2Id,team1_4_accountId,team1_4_summonerName,team1_4_summonerId,team1_4_lane,team1_4_role,team1_5_championId,team1_5_spell1Id,team1_5_spell2Id,team1_5_accountId,team1_5_summonerName,team1_5_summonerId,team1_5_lane,team1_5_role,team2_1_championId,team2_1_spell1Id,team2_1_spell2Id,team2_1_accountId,team2_1_summonerName,team2_1_summonerId,team2_1_lane,team2_1_role,team2_2_championId,team2_2_spell1Id,team2_2_spell2Id,team2_2_accountId,team2_2_summonerName,team2_2_summonerId,team2_2_lane,team2_2_role,team2_3_championId,team2_3_spell1Id,team2_3_spell2Id,team2_3_accountId,team2_3_summonerName,team2_3_summonerId,team2_3_lane,team2_3_role,team2_4_championId,team2_4_spell1Id,team2_4_spell2Id,team2_4_accountId,team2_4_summonerName,team2_4_summonerId,team2_4_lane,team2_4_role,team2_5_championId,team2_5_spell1Id,team2_5_spell2Id,team2_5_accountId,team2_5_summonerName,team2_5_summonerId,team2_5_lane,team2_5_role,team1_1_key,team1_2_key,team1_3_key,team1_4_key,team1_5_key,team2_1_key,team2_2_key,team2_3_key,team2_4_key,team2_5_key,team1_1_Games_x,team1_1_Win Rate_x,team1_1_KDA_x,team1_2_Games_x,team1_2_Win Rate_x,team1_2_KDA_x,team1_3_Games_x,team1_3_Win Rate_x,team1_3_KDA_x,team1_4_Games_x,team1_4_Win Rate_x,team1_4_KDA_x,team1_5_Games_x,team1_5_Win Rate_x,team1_5_KDA_x,team2_1_Games_x,team2_1_Win Rate_x,team2_1_KDA_x,team2_2_Games_x,team2_2_Win Rate_x,team2_2_KDA_x,team1_1_Games_y,team1_1_Win Rate_y,team1_1_KDA_y,team1_2_Games_y,team1_2_Win Rate_y,team1_2_KDA_y,team1_3_Games_y,team1_3_Win Rate_y,team1_3_KDA_y,team1_4_Games_y,team1_4_Win Rate_y,team1_4_KDA_y,team1_5_Games_y,team1_5_Win Rate_y,team1_5_KDA_y,team2_1_Games_y,team2_1_Win Rate_y,team2_1_KDA_y,team2_2_Games_y,team2_2_Win Rate_y,team2_2_KDA_y,team2_3_Games,team2_3_Win Rate,team2_3_KDA,team2_4_Games,team2_4_Win Rate,team2_4_KDA,team2_5_Games,team2_5_Win Rate,team2_5_KDA
45,1596103291712,1153,4541382728,CLASSIC,MATCHED_GAME,10.15.330.344,11,KR,420,13,team1,875,14,4,NnssZotV8g3fZI3Y6N8Xgq1C7elyVsko5XNzD0tJHR-VKNOhnYlFVFW0,LeanJer,iFQ6s2DrGpGaCXtgwrPhQhFVu1S_cI-AyDOT1atgjnEODHs,NONE,DUO_SUPPORT,163,4,11,XkBWD2a98B6vsdRBZwDP-uu4RH-9gTa7d0XW89uNs9PBHVcghgvqui9n,정말 맛있다,ZR8kDkkG9MTb04Ieh3nyePbQ7vCbT9J96Ji9xqsMWNNQfKE,NONE,DUO_SUPPORT,41,12,4,_vSb-H9AIKkM7NgrSrjC2QHju4tY3a-oK3UHJWrUOVTdR0A,지금부터연승함,NYdIce3fSePskYyI1OQ7iy6lVljBhbzl10KAYwvcY732NaI,NONE,DUO_SUPPORT,142,4,14,Q1KYruGim_EQ0dxKWC6XcgavSLHkaT96a2Nc0_EuDAjLQ1YQ2Emdkjfh,원 쥰,TMPVzqkLsilGxF3KZ1xlAjf80wi4e5nqNhFnLfNtTtTnckM,NONE,DUO_SUPPORT,429,4,7,iQzgRkekZEHIN0x_0OHOplFSkSt076nI6kPbzuVBs578kkQ,Aqua love1,evF2WITMJ2_aK-0JGG68iihS-MGljK5mlfzgf2-4KCdC4wo,NONE,DUO_SUPPORT,67,7,4,2Nt0ZshfT6_aZyEN5T6-fZ5SbxYkkATbQ7qV7INVFXikj-3e-WWLfeqZ,팀 굿,cM0HhXuqDxpGg-hjdk95grecvNYVDywJ861RxN89pIm43tM,NONE,DUO_SUPPORT,43,3,4,x3IKz21GWQk0xfwWe75Xr6JN5X4Jpja-N8sTTP7uB1ZvAM0,누나날구속해줘,aTadn_FtusyNgQTMqmoPBxU2rey2GOVnfE2b2phmkeXdrQo,NONE,DUO_SUPPORT,34,12,4,oAZ5q-OriW3RodAF3gH8yWjnuiP13T-Y4TYtqN1vZ15g-_2E2YyGhA5G,애도르,n8kWzeyVSoKq3ELhixDmNOPlrBMJno-gXfmpmquMmaCnuDc,NONE,DUO_SUPPORT,24,4,12,OzQGQlKTfTYYvP_ysbP9XaMkzdGxQzsTNvWWOSVgHXtS9ywEJn_61MnU,dongyang1,DI8nsIQYUwYZOsie8ckV1jicCUOPaRHzz-jLSf3KBKCrcAI,NONE,DUO_SUPPORT,2,4,11,0Zf6gF3SFcideJeGmJYJeSFiiv37Kn5-GmTMsYvBHfli4NCY1Urf4VIC,aiyilengbingbing,Z2B9j3sIt_tM4dtYKtl5YLryHFHAPjUgm97bdLQiQWhauDE,NONE,DUO_SUPPORT,LeanJer:875,정말 맛있다:163,지금부터연승함:41,원 쥰:142,Aqua love1:429,팀 굿:67,누나날구속해줘:43,애도르:34,dongyang1:24,aiyilengbingbing:2,34.0,62.0,3.4,33.0,45.0,3.8,27.0,59.0,2.24,644.0,55.0,3.35,52.0,50.0,2.95,5.0,40.0,1.19,8.0,50.0,2.0,34.0,62.0,3.4,33.0,45.0,3.8,27.0,59.0,2.24,644.0,55.0,3.35,52.0,50.0,2.95,5.0,40.0,1.19,8.0,50.0,2.0,535.0,57.0,3.69,704.0,55.0,2.77,20.0,55.0,2.95
46,1595920578969,1459,4536664139,CLASSIC,MATCHED_GAME,10.15.328.8759,11,KR,420,13,team2,20,4,11,2-GreAOGjUVTOg53qU0OJIsVgqUBGp6de1jCRkbZk1I0EqYT4kSFs6X5,I still remember,Mj3QDYNOBaGcyrvEZPUtVs066RWOHKk6tDKXIib3n5Cdfp0,JUNGLE,NONE,111,14,4,ccUfmvrOyv8mf6AgzROZjKh1iwZIfIFXXzHmlvD-Lu1HI9-l15_Bv0fA,OZ ian,PlsyZ0SfEe8gmxUaV0w3Kd7p2Gs4IuLjYul7vsk1Q1CLTr4,BOTTOM,DUO_SUPPORT,875,14,4,hKxWwQyXNvKtOe6KVCmrTNOgXwa5fBVrGJX1pSFejzwYbWJ2gMe7X92D,jeoniksu,Wut0uENbOj-ahnM1wRG0sX9_SRZC7Ghzc7CKDDHzt36nbP8,MIDDLE,SOLO,106,12,4,04bIyaoAJLviZ-6-Bofb7zYVWeU6Tnk5uAz-43CMLdE94GtO47JUSC-5,실망자,cdya4bpOdk15ISCADNsLWs0GolBDkHJ5-zgxU-wsJz0zCY0,TOP,SOLO,145,7,4,wqJ_G1NlD8vwt7DI7brIHwT7uDAOkuVHGIR78BEbL8vVW5w,impupupu,BMi2FofS8QIqgudroI2hRN7kdpDD_rns9jc8hNg0A0cb8oc,BOTTOM,DUO_CARRY,517,12,4,_doGXdA0uTvVLLOFFwSn_Q3JQiugM0zcmcZ9xf_rTxcotcLywI7omJJi,hy2rwt,mBnUq99IHGl6EJVFnLBpAFpn4eO7AbCOsfd7w8AKLedyqdc,MIDDLE,SOLO,201,3,4,4QiUbLPxjyXDrT3r6jZkC694h-ZVHXYRRVNGY3FKzV9QIeCUnxOfNYXg,댕청잇,bt85Y54YckqKVtErJxkluNAqhzuCYNXFGEQftx9X4K__Id4,BOTTOM,DUO_SUPPORT,222,7,4,p4qeydLdGcr2mIixgBjYAkxbv7Vkj1BjU02AqT8ls7qS,엉덩국 갱승제로,fA5MBuoi4YWOeFDPIhvIBdBrCzLwmnFvuN2JwidWSlm3pg,BOTTOM,DUO_CARRY,236,12,4,AzzLB4PAmRB4tTslaDFVMG4r9uxZx4WxY9B4jt4XuVn8aDc,always confident,sTApzfK6WdocNR8YI3xStJCd8vVUgLhRVIYYZX3PiLxL4ys,TOP,SOLO,48,11,4,sGdCpiGxOsqsFFKXmmKSPt_b-IvdvBhWiITDqmncdxaKsbw,이 차가 식기전에,9bv5jzjgRX6kPNv_pjRn6itVNubWpvLusNYsd9biNQWj5g4,JUNGLE,NONE,I still remember:20,OZ ian:111,jeoniksu:875,실망자:106,impupupu:145,hy2rwt:517,댕청잇:201,엉덩국 갱승제로:222,always confident:236,이 차가 식기전에:48,72.0,57.0,4.39,9.0,33.0,2.42,36.0,50.0,2.76,66.0,53.0,2.5,36.0,61.0,3.24,105.0,52.0,2.57,36.0,44.0,2.52,72.0,57.0,4.39,9.0,33.0,2.42,36.0,50.0,2.76,66.0,53.0,2.5,36.0,61.0,3.24,105.0,52.0,2.57,36.0,44.0,2.52,303.0,54.0,3.18,28.0,54.0,2.35,71.0,52.0,3.58
54,1595883247630,1157,4535877738,CLASSIC,MATCHED_GAME,10.15.328.8759,11,KR,420,13,team2,43,12,4,FtYKdj1GyzgEq1T0pSVGsBeaQgs-Jhg_Jgcpx--3fHfrzdasRGG9fluX,Nayabi2020,5z5RljRp7ueucympkGAwe4qSUCWmS8US0HahFCKFBIOKfDc,NONE,DUO_SUPPORT,82,12,4,uZpnQ8GHSqDjBpUR9OB_gOfjfwEpl1edFD2uto9nl-87Gs2SPrBoqe3l,Kk0ma20,CYAxrqXRh8Hv4-L8_CT1j7dHsbukoPS0CRyAuPbif2OLdak,NONE,DUO,432,14,4,TOvfP7qlLyRcmv2rb62U7gFNFtbeKxP-LF5TlV7GQNdrdgM,사 과,s5MhOZc1HZn2E13Ik7JBYP3rfR07r_VpwAxJgz-B3ieM69U,NONE,DUO_SUPPORT,120,6,11,eu9jTOnryXxT4y0lDsYvizkxI_2yidVIuWjxdJt6Vk09,인생 즐겨요,1zQwGCzY50pJKXQY-THoNTGRpD04VFrEmB5V6xNUP-gW0Q,NONE,DUO_SUPPORT,202,4,7,QvxqYIdNBfdHp1R88BDiVTspinGztJBJlGcSUJCv3FXW1Gk964mSTL_R,작은벌세마리,0wUpfCbZ9Mp1qxoIadxeXCMS_YvPN9VfSgKQpknUKfNGUvY,NONE,DUO,117,4,14,MWu1Koa8LGs4SXZEU8xuW3gUyszEAFQc9FR2_2Vq47mQZ5jpSvEwQI0b,왕따석이,r0U8HjQhWWw6fofmZhrUSRZAdqb5B3ZERYJ5nO30gSTEmfI,NONE,DUO_SUPPORT,51,7,4,MQ4UTBXERFCSXZ-f1G4q_urwOVxTHoTBkNapYVbavzKIiys,쥐린내,SiTZ4OIzrj5q47RtRFc9fgVlgtTl3X8Ph4szSErFq_50efA,NONE,DUO_SUPPORT,141,12,4,W82W7dWfLdyjYBZJOowEE83fatynv3wpXMFj-GmDQ5g,틀탑라간,WCXsFEgsXI7mVaxz4m1Pah8deX5jcIoPZIgn6gi9_65tmw,NONE,DUO_SUPPORT,427,4,11,n6jmh6dvQsEsAmrggbRRui6woMh7XVrkjRlM0LYyRLBE6QrZqjccNZev,IVERN KING,6aNY8DnSY9moHZzYtDw0oa0T9qcroWAbRMLnk7_aRx0I4xo,NONE,DUO_SUPPORT,517,12,4,j-bd7nmoxHLy2OCgUH_BeWRN2xJt0xqXUwLrwg6bCHh8pl-9x2ToEppA,KunBBang,9zmAiR3pB_Jn_ktioQ98RzmvvRK7zV-czjFG4tw_GczV4-E,NONE,DUO_SUPPORT,Nayabi2020:43,Kk0ma20:82,사 과:432,인생 즐겨요:120,작은벌세마리:202,왕따석이:117,쥐린내:51,틀탑라간:141,IVERN KING:427,KunBBang:517,18.0,56.0,2.56,18.0,39.0,1.55,23.0,39.0,3.64,7.0,29.0,2.36,10.0,70.0,4.19,210.0,55.0,3.88,91.0,58.0,2.31,18.0,56.0,2.56,18.0,39.0,1.55,23.0,39.0,3.64,7.0,29.0,2.36,10.0,70.0,4.19,210.0,55.0,3.88,91.0,58.0,2.31,7.0,57.0,2.73,573.0,56.0,4.81,76.0,64.0,2.07
67,1595776354385,925,4533780599,CLASSIC,MATCHED_GAME,10.15.328.8759,11,KR,420,13,team1,432,14,4,SCJv-gqPZ-O2tlRnCNc7Lxaa0djOmU8Y9ywQUQJoVR9LnRQ,squareHam,2yKhJcXlhYx7UGyPwchkzZAP5wsDqqicqAyXhHb2hE2JHCo,NONE,DUO_SUPPORT,240,14,4,kRfebYE7m_le9hImsybRU-RCJQBg7vzRFsGPpBWVImoAeCY,zxcx,z9qBPnBwMksv1l49MbD8KCYPW5O0IdRm1uVkY33Ddrsj3OU,NONE,DUO_SUPPORT,60,11,4,nZwzCXSCCBI3Zq0TTet_FLnN0t21GzlNkgPuy7YySHu-QQDzwud69G_n,한별킴,aJ1Zg7enrOnCAg-oSdcqEjTSVMdd25N-qrR8uwvXcxvLR2U,NONE,DUO_SUPPORT,54,12,4,9xkZb7kTHi3mZupF5nh3Zgdu5z9pmE67yNmppoOXz4XXPHDhEU9aukgf,Dodoup,8hlKc9cyV7i2duPrRnaOJs7tyEQVtECYG4NcVUVGQWjUNG4,NONE,DUO_SUPPORT,51,7,4,NFyKcDxbLkbTDuC63FAsn4h1GcVQ5tRgt4ySOAevBBeEMvFg52kPLr5Z,today403,OUUSlLkixWMmwdfldZbfJyvnp0QGyah3uELUMIovMdYGgss,NONE,DUO_SUPPORT,76,11,4,8bOKw1O8e5xzI-kj6KxxT6BS_U8ueEtWZiKZKp-mXFJyIQQ,fkdog,oSZJblV_VdgN049rcsCRAyf36O6at5a-qsHM2ePoLqP1LUc,NONE,DUO_SUPPORT,68,12,4,uF1r5d81tqDUOBp5YogWygVO94sKY-9eZ3aN9_JW9XU,asfjzjczuadf,C_r0xTQxfMFyy9-L_kThRgjNDQ03y9Gvm-OGMlZNkfAZGQ,NONE,DUO,157,14,4,O2AznpP-6XAmuYIahvMUo5dWc5qPB5AY2rHFmKbikodITX0,승부맨 김기렬,nGqwdn9c3Jc1eJj74JFtHjtEZntgeqqJMo0dEj_XNxyBCXo,NONE,DUO_SUPPORT,81,7,4,7jYoY_hTgGP9obU7_C1IF7KO9tRHKshd4WXIkMsq99LGbEM,크르르릉2,AiYaSr_ghwMZmQ8FS-D9iO-vLFaal8Ly3g3cNBxgr4GIpUQ,NONE,DUO_SUPPORT,25,14,4,JIuS8UiaxJePsqL1IA9QzJLf3e4xCoAIiyfP9Z1p6CRBYBeNpXURJzrH,범서고등학교,hgcz8PaZASgWrsrjkiP-pVUcW_AW5E_-hilipYJcKsxHidg,NONE,DUO_SUPPORT,squareHam:432,zxcx:240,한별킴:60,Dodoup:54,today403:51,fkdog:76,asfjzjczuadf:68,승부맨 김기렬:157,크르르릉2:81,범서고등학교:25,16.0,63.0,2.53,1380.0,53.0,2.73,60.0,53.0,2.99,2.0,50.0,0.2,24.0,58.0,2.2,99.0,47.0,2.99,24.0,33.0,2.24,16.0,63.0,2.53,1380.0,53.0,2.73,60.0,53.0,2.99,2.0,50.0,0.2,24.0,58.0,2.2,99.0,47.0,2.99,24.0,33.0,2.24,63.0,46.0,1.84,258.0,51.0,2.97,5.0,40.0,1.7
111,1596093644979,1534,4540858602,CLASSIC,MATCHED_GAME,10.15.330.344,11,KR,420,13,team1,117,12,4,Nr8PcSpGVaWIn9TSwPf-QvfW38E-oHgju7XaxZGp1UDmbZjBjntSkZVL,naiyou baby,C7VCVEm4jUp2gjWIntZ9zQb1FvKmhERslx5tdXAaVxztbbU,MIDDLE,SOLO,104,14,11,wPemdyoW-CiRqWgLAhq7xQILbg9bk-6tP8d7ysMYtan6C9DLbjxWadfw,Slmeple,7IACVd_CbTmm9eTuujUhVgSIiLO2H4nfeDtmgMPPJuu4uis,JUNGLE,NONE,81,4,1,jdYWEyBL-tA_-7ZV-cbdr52yUdQw7A_LkKNntRjGxLg6tGZj-lL_voTz,Mao li lan,T59ia7KLKeCCGdy4ZbkWJ8USFd1xFCluTDGn2_FtiCOFv5Y,BOTTOM,DUO_CARRY,43,3,4,C5RRVv2x-ltRSgb0tROeMe_9DK8Bxg9QByEkywyBlmQ4QR0,Mon1ca,3OgC7kY-8gvRE6bqzoSnoi4_R_bLbi4eYqwobl6wVjRwhdM,BOTTOM,DUO_SUPPORT,24,4,12,Gx_3K2MEa58Qmr34EVPec6HeuRe4JNwwi45o8TxIN29LP_8xHJWMfmQj,bing xian king,mED7pR8IZgFvDomqPK7ZZD0k_CZRmuPe4-gd25Tml-Pt38Y,JUNGLE,NONE,89,4,14,jPEuvSLUto9sFWsamCZUiQ645sOszXRG4g-anMyXH8bnHna5kCKEpCY-,생각하는 서포터,Mu5sBU1tY2qjkeV2XfdqXhaqKXJatE7LaFwt5puKRe7Layc,BOTTOM,DUO_SUPPORT,64,11,4,NH9tsIt42tukVOD-Na1QLhSUowyFsTSlIuIFOq2lUDIKS9M,Ucal,qzVbVV2svSM0TDKSbUZSsymYuBZZKEqiXEUMH4cWe-aFBU4,JUNGLE,NONE,84,12,4,M0-gXFSWfRoXsoy9kAqgWUdVpQaKULh3t3akUnO7NuRLAAQ,갱많이좀,C9tF5Ztiok4nHN5heJ02LwFkczncrHkxRMie1LeI4NXmCTE,MIDDLE,SOLO,202,7,4,4s3BMb3phZM9B2iQsdWccM0ifCEx0FWah6AcpcSQ6kbOxl6YDhv0NIII,fancy Kurumi,G1vi_HPKwbiyqWRve7578aSQOB5g23gfuE2kUpafG6XLr_A,BOTTOM,DUO_CARRY,62,12,4,qyoCzdjphEMI98I_AGmbCR7IGdF8BUElYlA9_tidbPbdHbE,blwy3,LjKGvOuU_sYfMvyokVlRnc5kve6P-vJj4L-_SC2sGHrho4M,TOP,SOLO,naiyou baby:117,Slmeple:104,Mao li lan:81,Mon1ca:43,bing xian king:24,생각하는 서포터:89,Ucal:64,갱많이좀:84,fancy Kurumi:202,blwy3:62,11.0,73.0,3.95,178.0,54.0,3.21,296.0,52.0,2.49,33.0,58.0,3.3,713.0,54.0,1.78,265.0,55.0,2.67,28.0,43.0,2.37,11.0,73.0,3.95,178.0,54.0,3.21,296.0,52.0,2.49,33.0,58.0,3.3,713.0,54.0,1.78,265.0,55.0,2.67,28.0,43.0,2.37,58.0,43.0,2.1,6.0,67.0,4.35,86.0,63.0,2.15
113,1595641497090,1349,4529062129,CLASSIC,MATCHED_GAME,10.15.328.8759,11,KR,420,13,team1,141,11,4,ySqzex_cVqc-h5o5FM3oNcb9DKgL6-iYiLstfC0wZKA8LckJTR5p1rvx,Puffer,6Lnjumn2JR9o0XA21qTjpT--CRqxFhkR-kMpsGOz1KMgojU,JUNGLE,NONE,3,7,4,j-bd7nmoxHLy2OCgUH_BeWRN2xJt0xqXUwLrwg6bCHh8pl-9x2ToEppA,KunBBang,9zmAiR3pB_Jn_ktioQ98RzmvvRK7zV-czjFG4tw_GczV4-E,MIDDLE,SOLO,51,4,3,asKE97qxS8lB9Fsce7IKOr0rI19NBZ2sUby7WS101xJoVs7e9j1GBMn5,내로남불의고장,0uj6sXYFHPggWTt2EjUoeBTdskFpfzvEHQCVD5XwBAI0qf8,BOTTOM,DUO_CARRY,78,4,12,FHwT-i9NubaeZ_sqPI2VloLOCdeO5BsvnHBHThn0w_apuRg,요들 망치 방패,bV1J3wXp5Bi9SHq3SnnlnkMbWiiNGDALp1Tk17RJc7Ar1sU,TOP,SOLO,555,14,4,fOuFQ45_VZWwedN_iCGeN1ACt9tUoJyC11x3Ny8HFVpyA8g,아랄아랄아랄해,Xnj1LLzGO7oitOkmT1WiuKXiShL9LIWZdyzoqk-m5ncJuog,BOTTOM,DUO_SUPPORT,107,12,4,VLeYmElgT9slJLZr-WhN_Yt5b0tzmCzRx7iBmkwlaXvygt93otoKq5fi,캐순돌,cmMiBYawluymRGPra2W4lW1k3zAHH7efxSRdX86MinBwnLA,TOP,DUO,154,11,4,B4s-U2CCVsZKrLRi-sNjKPCDmQR5qDMS24Ykpriykt9s2JU,매미는 야옹야옹,uhP_q9wJDEpEerxTGt-fkd9qt4-9vpIv4kBFxOfM3uXydYc,JUNGLE,NONE,81,4,7,oVzKCY8bRt1DbMmBg3EqONI3eEKb50yoP2NarvLy7x5u,중국인눈알뽑기,M7DFmuSDdSHqrvpM1utAgyEvQ_DaG_UbuKAlZDxkQ3Qy9g,TOP,DUO,40,3,4,keAe6dBWQRpuDL-vteXuWyTV3VzNc2puDNvr9mRGlJQF,미친놈처럼게임함,-B9vmwi1aEIMwl5j195Y1-8W3TN-a3Gyi1bFJNCOU1_RjA,BOTTOM,SOLO,34,12,4,HMrFTJzmZQX-GkF6RFoFVGitq4M-hYOo1804zZFW4e6aRlk,애기 살려죠,bAxIxPiSxbGfeceZBN9vdbpacr7YZ8unCzSeNVMBpOzLmo8,MIDDLE,SOLO,Puffer:141,KunBBang:3,내로남불의고장:51,요들 망치 방패:78,아랄아랄아랄해:555,캐순돌:107,매미는 야옹야옹:154,중국인눈알뽑기:81,미친놈처럼게임함:40,애기 살려죠:34,20.0,80.0,3.9,16.0,56.0,2.32,37.0,57.0,2.97,709.0,52.0,2.37,633.0,54.0,2.5,126.0,66.0,2.65,356.0,53.0,3.42,20.0,80.0,3.9,16.0,56.0,2.32,37.0,57.0,2.97,709.0,52.0,2.37,633.0,54.0,2.5,126.0,66.0,2.65,356.0,53.0,3.42,1.0,0.0,1.5,277.0,60.0,3.37,301.0,55.0,3.32
139,1596083760720,1688,4540596552,CLASSIC,MATCHED_GAME,10.15.330.344,11,KR,420,13,team2,429,4,7,b2DMQ7nJUB-Vk-h9m3U3Rc-9aE_UFJhVpEVkbHp0OF4LMmxWJqB0xSFy,Godjuan,6vKYHus5K2fp_pbn-oCQT7N4syTJ5M1r3cRR_qDnatVT2lU,BOTTOM,DUO_CARRY,120,14,12,eyqnIAtylMK733Kh0_SLdxLjsDn4k1r6d5T6UbKEiVtD,윤이 fan,8tIWYWBf5QAHQUBnKx9Y7F1BTfI4_jDiqW-OupHSZw3evw,MIDDLE,DUO,59,11,4,645gganbfO_ijedNE3rtABDRFrxkeP8AcelBuqAnpYQsYbkdiPBRye_v,p1nz,qHcvck4cg05lYmtkXKdEEGV-K-MMaPT8Js1m7zn3kY-mxPI,JUNGLE,NONE,43,12,4,SGY5jvoCFcTLHw5gmqK5zjNcCTOjWy-PSTFOa9flCA_Y7zS2goNvbTS9,에이펙스 고고,OJN_hj5POU4t1-ojyk_-R_iFnB2rvLL7SvjzaPmHOCTrGcA,MIDDLE,DUO,111,4,14,fS7cedxZ6ul8iwoaEKkVWzSOqTrSAybG7FRjpVy5Vym8,llliilililiiill,LEEV3g70krG7K0os2dW48nkQYP14bYJTpuD3OLu251yRxw,BOTTOM,DUO_SUPPORT,104,4,11,C0hj7CqFKL03SYUqna-mdasSOpzIoE9YeKCEy-ngUxWdmTTP5v2LGJA8,Gen G Felix,J3pHCfPFr7yMUkxmWT2i7LNFbpCZEErjyGZ3hQthelq27eY,JUNGLE,NONE,412,4,3,alH0WQQkNMGCeFlsBkhH_rD6GLeD20Fw1mWH3JOtNZL3rEI,Gen G gyuvee,wWFkT-GY5qcAiHy75S6oGwMpf1yU5TMZCsYFVKszSPmoESk,BOTTOM,SOLO,875,12,4,-BFy6uyxF6-OGVEnGLxlK00pobRVG7jTFaDnkso9XDi-N0o,TW juvenile,T0F6eVefLTLLWzaKW4MFmzGBNuQzDm-Is90FibMi-DNvPIg,TOP,SOLO,245,12,4,2S4gfb898_4PUOmq1yq1uBpW2ELgaV2-AxLMbiFJ3LcOuYVS_tXNIv9S,xiari de weifeng,UJPxypmF7eNkKe7qjKLM7vELJOFl24eaiN9UclSHMSheMUY,MIDDLE,SOLO,51,7,4,3O6vvAcGEFkPUDnSH4vedXOzBFv9PUgokMdhcLADtSYPN9MNQHGeSKvQ,Lim Geun Woo,py-qR5akJ3tXTORVtuBcnXmX02i8bPpClk_D091NN85yQhg,JUNGLE,NONE,Godjuan:429,윤이 fan:120,p1nz:59,에이펙스 고고:43,llliilililiiill:111,Gen G Felix:104,Gen G gyuvee:412,TW juvenile:875,xiari de weifeng:245,Lim Geun Woo:51,229.0,61.0,2.48,387.0,56.0,2.84,12.0,33.0,2.2,46.0,63.0,2.83,21.0,52.0,2.38,55.0,53.0,2.98,18.0,50.0,4.45,229.0,61.0,2.48,387.0,56.0,2.84,12.0,33.0,2.2,46.0,63.0,2.83,21.0,52.0,2.38,55.0,53.0,2.98,18.0,50.0,4.45,312.0,53.0,2.2,83.0,67.0,5.09,46.0,52.0,3.24
183,1596093640842,1864,4540858795,CLASSIC,MATCHED_GAME,10.15.330.344,11,KR,420,13,team2,24,12,4,tM1vyH-msehIKE0fpZ93lo11WGT3kxY0RXitJyQ_avpJ6Pi_PH1CQXfk,Antifreeze2020,bSla_UW-7nZToB8PMwi890Rraag4Kk7u2nleRLslNmBo5GE,TOP,SOLO,37,4,3,QX1Cba9M4uMaou2hJvyCg81fOzrICHDK1Aq9L3PoJJ_E,지구본,E00nMbAxfhovU3rx4zpOp1PAOtd7YEr48heeMrL2F_yX9Q,BOTTOM,DUO_SUPPORT,245,11,4,AppsSwDyQeQE0RMivxG_zX2O2PZB7KGAiqkBNAnCPxCdyE8,04정글,xHfgV48cMKH3CBolHhb0bNG1YBKMKlcObXixBD3ZALGCEEQ,JUNGLE,NONE,91,14,4,Qd9ww8QKGpjcjuBiwWg9kLnssUSOITRH6-h7s6SgJ6CRNwLCzNgKqEED,Maokee o,sCqwU8inOT1uNznIvQiIJe2JvRE2iCY4w151xcmd3djVxTQ,MIDDLE,SOLO,81,7,4,2O594gJnTrI2VQk_yaKWuJV6vnUQOVeJQUDy4SK51XK_w0O9Mw7OEY-6,long1029,SvRXaDjJAnfpwwDx-qDWREvWr_8yniDUTcWOZky-h2yekUXk,BOTTOM,DUO_CARRY,2,12,4,HxgxS3Ar6TWsIWAElYI234YsNn690DX4sKQS6Kx6lTzUZhEcMgXN7QMT,와이번,WoobDnMr728l83Hx5K9AJthxC9Pmq_V9Wl4EyKc5GZ-EmlY,TOP,SOLO,117,4,3,HkC_pbRlApr68zf14YVtWBgWjNF17xZTD1iDkcZ0BaYR,라무라무람,49Uh78xsYjEjYaahzATPE9Vogyuml3WNWYAWpoHvPsVDSw,BOTTOM,DUO_SUPPORT,22,4,7,WglGgy5qarO1V8WncAN_mJ01424ewMhIJjZNuBsDyc56JO0VH99wo3id,carnitineL,JVG55FlXtSukVT5LGbcBrVPoUaYMN6CTnlU4uTsxnU95MmI,BOTTOM,DUO_CARRY,60,11,4,e79RrRzgt60BR7wHjxnuMaUmbE2RNI4b8lZenuKXLXigUN6UIDG0OCMx,고삼단비김슬기,7IVZoOgRyatEyanNifUFxLUJVkXYvlScI8R3HhkiL3pnrHM,JUNGLE,NONE,246,4,14,s-OIQjDxup2Vzz9oOEJVyBgzwmQ5k2efsknEJQ3lVGrE04n06kXnWfdy,C1zh,TbRZPfLy3hFo4yAcvzYg9X2zRF7SyiW1Ode20bdtI_Erl48,MIDDLE,SOLO,Antifreeze2020:24,지구본:37,04정글:245,Maokee o:91,long1029:81,와이번:2,라무라무람:117,carnitineL:22,고삼단비김슬기:60,C1zh:246,1181.0,53.0,2.11,840.0,57.0,4.13,32.0,53.0,3.41,373.0,62.0,2.75,70.0,60.0,2.53,718.0,53.0,2.43,7.0,57.0,4.0,1181.0,53.0,2.11,840.0,57.0,4.13,32.0,53.0,3.41,373.0,62.0,2.75,70.0,60.0,2.53,718.0,53.0,2.43,7.0,57.0,4.0,18.0,44.0,3.05,13.0,85.0,5.25,352.0,55.0,3.29
